estimate,se,ci_lower,ci_upper,covers,r_d,learner,overlap_strength,complexity,seed,elapsed
4.056570829872241,0.14588765980665658,3.7706362708623624,4.3425053888821195,1,1.0051183871219818,lasso,0.0,linear,1,0.12644100189208984
3.9771732717498622,0.10827965700845332,3.7649490437549438,4.18939749974478,1,1.0413972641935638,xgboost,0.0,linear,1,0.4073629379272461
4.122987020680605,0.14323452507306805,3.8422525101946916,4.403721531166518,1,1.0013207695947015,lasso,0.0,linear,2,0.1196286678314209
3.954884511242163,0.12617388230048818,3.7075882461436107,4.2021807763407155,1,1.0227676301230348,xgboost,0.0,linear,2,0.40484023094177246
3.9697737447934958,0.13208777903538405,3.7108864550862584,4.228661034500734,1,1.0004094748197656,lasso,0.0,linear,3,0.1917119026184082
3.898403047466525,0.1039312887218387,3.6947014647048873,4.102104630228163,1,1.0562584654735894,xgboost,0.0,linear,3,0.5550210475921631
3.9102499353559033,0.13820937962398533,3.639364528967268,4.181135341744539,1,1.0034168666289107,lasso,0.0,linear,4,0.14320921897888184
4.00320245900262,0.07365476090624151,3.8588417803364776,4.147563137668762,1,1.0576362075910772,xgboost,0.0,linear,4,0.4010639190673828
4.369715547148147,0.19208993692635967,3.9932261889799108,4.746204905316382,1,1.0016428273410007,lasso,0.0,linear,5,0.1174931526184082
4.168921936841816,0.11767554183773417,3.9382821129786203,4.399561760705011,1,1.0217692691181544,xgboost,0.0,linear,5,0.39058470726013184
3.940878904651298,0.12843682757264152,3.6891473483203394,4.192610460982256,1,1.0058048156121053,lasso,0.0,linear,6,0.13042402267456055
4.0825899237336225,0.12131931146519379,3.8448084426326457,4.320371404834599,1,1.0453320440141982,xgboost,0.0,linear,6,0.3926260471343994
3.9681959464849794,0.08942760884143869,3.7929210539322242,4.143470839037734,1,1.0149210114451228,lasso,0.0,linear,7,0.12502622604370117
3.8809104593872275,0.09999770083065267,3.6849185672223372,4.076902351552118,1,1.0417756636161117,xgboost,0.0,linear,7,0.400087833404541
3.9805735494320906,0.0787447435631088,3.826236688076555,4.134910410787626,1,1.0022548040421644,lasso,0.0,linear,8,0.12071895599365234
3.902191784668369,0.09093927637130733,3.7239540782004723,4.080429491136266,1,1.029296155149626,xgboost,0.0,linear,8,0.4062161445617676
3.8683639550630895,0.16341898237741365,3.5480686352131725,4.1886592749130065,1,1.0040252053920236,lasso,0.0,linear,9,0.11813712120056152
3.8712812159421914,0.09788064160341288,3.67943868361583,4.063123748268553,1,1.0315575816499594,xgboost,0.0,linear,9,0.5250661373138428
3.927503319628816,0.07090928186346064,3.7885236810068337,4.066482958250798,1,1.0056060161699438,lasso,0.0,linear,10,0.13085198402404785
3.8404491478068232,0.07120950145137994,3.700881089605066,3.9800172060085806,0,1.0457591446915822,xgboost,0.0,linear,10,0.4281191825866699
4.346559776210517,0.20738353434824863,3.9400955179013244,4.75302403451971,1,1.0017935329632928,lasso,0.0,linear,11,0.11669611930847168
4.137680138777411,0.1168042623711684,3.9087479912891547,4.366612286265668,1,1.0248339261011765,xgboost,0.0,linear,11,0.39975404739379883
4.172088084098137,0.17314874135879257,3.8327227870664626,4.511453381129812,1,1.0033784417259308,lasso,0.0,linear,12,0.11514091491699219
3.8973308159203177,0.09855918946173484,3.704158354229858,4.090503277610777,1,1.0443336289927416,xgboost,0.0,linear,12,0.40176939964294434
4.208663458911033,0.13450321205453322,3.9450420074791945,4.472284910342872,1,1.0070436844643715,lasso,0.0,linear,13,0.12276673316955566
4.055230025299448,0.13401317732601006,3.7925690242866885,4.317891026312207,1,1.0463778625654478,xgboost,0.0,linear,13,0.39917612075805664
4.014284475321002,0.11168938131599745,3.795377310486086,4.233191640155918,1,1.0009105363366486,lasso,0.0,linear,14,0.11797785758972168
4.011538614067189,0.07675920493372276,3.861093336915163,4.161983891219215,1,1.027365747120701,xgboost,0.0,linear,14,0.398345947265625
3.9204578335011764,0.2206545927253651,3.487982778736107,4.3529328882662455,1,1.002938151821577,lasso,0.0,linear,15,0.12189507484436035
4.05053976101849,0.11489224499775179,3.825355098719944,4.275724423317036,1,1.0509006912571948,xgboost,0.0,linear,15,0.3951718807220459
4.166195949854078,0.14313309430491108,3.8856602400206772,4.446731659687479,1,1.0008247631220926,lasso,0.0,linear,16,0.1132059097290039
3.917783403895475,0.10135865029366034,3.71912409979831,4.11644270799264,1,1.0406383882535988,xgboost,0.0,linear,16,0.39603519439697266
4.059294062395741,0.13659636130418423,3.7915701138203195,4.327018010971163,1,1.0066758730375505,lasso,0.0,linear,17,0.11764001846313477
3.99878893802006,0.10057858058038822,3.801658542466339,4.195919333573781,1,1.0335234534840056,xgboost,0.0,linear,17,0.40215206146240234
3.8319122634567595,0.21761327023999585,3.405398091228386,4.258426435685133,1,0.999657754327989,lasso,0.0,linear,18,0.11585736274719238
3.933008503270408,0.11181550077642931,3.7138541488352956,4.1521628577055205,1,1.047694587581276,xgboost,0.0,linear,18,0.3973839282989502
3.939934631883237,0.07575261804994152,3.7914622287707322,4.0884070349957415,1,1.0055935959552702,lasso,0.0,linear,19,0.12181711196899414
3.945153019629005,0.09670477342886365,3.7556151465753267,4.134690892682683,1,1.0534875123546017,xgboost,0.0,linear,19,0.5256679058074951
3.960243483644104,0.1168027082195603,3.7313143822370254,4.189172585051183,1,0.9971302836887836,lasso,0.0,linear,20,0.13439297676086426
3.808780585940164,0.10380938690950246,3.605317926340355,4.012243245539973,1,1.00846889906754,xgboost,0.0,linear,20,0.4208660125732422
4.04080829598232,0.1306173219427439,3.784803049217469,4.296813542747171,1,1.0031413706705012,lasso,0.0,linear,21,0.11899900436401367
4.116123424042784,0.11625691392415388,3.8882640597976694,4.3439827882878985,1,1.0430603492303085,xgboost,0.0,linear,21,0.40283703804016113
3.954379392163925,0.07329024305947936,3.8107331553491592,4.098025628978691,1,1.0085677298324085,lasso,0.0,linear,22,0.13139796257019043
4.003886393251682,0.08369371945565003,3.8398497173864086,4.167923069116956,1,1.0353948943216562,xgboost,0.0,linear,22,0.4018092155456543
3.6862814823464918,0.1440763934919533,3.4038969400798424,3.968666024613141,0,1.001578621567081,lasso,0.0,linear,23,0.12437725067138672
3.792982984690917,0.09311626595606115,3.610478457042184,3.97548751233965,0,1.041392735999487,xgboost,0.0,linear,23,0.40655994415283203
3.883212403583333,0.19971239070489766,3.4917833105353413,4.274641496631324,1,1.0051636121010503,lasso,0.0,linear,24,0.11719131469726562
3.9048776840884667,0.11323626267788377,3.6829386874958976,4.126816680681036,1,1.0425967722227856,xgboost,0.0,linear,24,0.43526577949523926
4.12711217174442,0.11386756521907328,3.90393584490777,4.35028849858107,1,1.0014972388582095,lasso,0.0,linear,25,0.1206200122833252
4.0525773961254075,0.07713076292188471,3.9014038786984155,4.203750913552399,1,1.0510297984684673,xgboost,0.0,linear,25,0.39840006828308105
3.852972429590438,0.20952258041332814,3.4423157180324173,4.263629141148459,1,1.000975792461757,lasso,0.0,linear,26,0.11818599700927734
3.8998893680902245,0.1204219634586263,3.663866656763718,4.13591207941673,1,1.0300257562116333,xgboost,0.0,linear,26,0.39948415756225586
3.9584569688339717,0.1381036202567177,3.6877788469962085,4.229135090671734,1,1.001908438451501,lasso,0.0,linear,27,0.12117505073547363
3.9632772029114807,0.08404916929301803,3.798543858166656,4.128010547656306,1,1.0370421294232155,xgboost,0.0,linear,27,0.3985929489135742
4.130014194514944,0.19767724548216267,3.742573912806822,4.517454476223066,1,1.0081418852314945,lasso,0.0,linear,28,0.11783409118652344
4.0544432954646625,0.09332791692825845,3.87152393953313,4.237362651396196,1,1.035275661966984,xgboost,0.0,linear,28,0.3987152576446533
4.114137498611519,0.16621058073629236,3.7883707465188983,4.439904250704139,1,1.007798310744632,lasso,0.0,linear,29,0.11929798126220703
4.1392693291138425,0.09782949669525326,3.9475270389654655,4.3310116192622194,1,1.0430534835094727,xgboost,0.0,linear,29,0.39702582359313965
4.101157531980555,0.18578264636646996,3.7370302361497334,4.465284827811377,1,1.0051623376623375,lasso,0.0,linear,30,0.12344884872436523
3.912388562973273,0.13041123568420085,3.6567872378528747,4.167989888093671,1,1.044699940389453,xgboost,0.0,linear,30,0.4073472023010254
4.064195589247234,0.12092255364397393,3.8271917391864325,4.301199439308035,1,1.0047114540366147,lasso,0.0,linear,31,0.11658191680908203
4.109906515219151,0.07732474281989804,3.958352804178329,4.261460226259974,1,1.0410366310060133,xgboost,0.0,linear,31,0.3991270065307617
3.7819935507694735,0.1845700360910918,3.420242927405676,4.143744174133271,1,1.0039335233818216,lasso,0.0,linear,32,0.11613798141479492
3.7251775962086158,0.10259467159085375,3.5240957348848276,3.926259457532404,0,1.0656638797689397,xgboost,0.0,linear,32,0.40012693405151367
3.9984915891900017,0.20730461762385727,3.5921820048183943,4.404801173561609,1,1.004410393409125,lasso,0.0,linear,33,0.12197303771972656
3.8924918788594134,0.12705356776447274,3.6434714619337276,4.141512295785099,1,1.0395514586259633,xgboost,0.0,linear,33,0.4012641906738281
3.9392277912800417,0.17045113368246673,3.605149708138385,4.273305874421698,1,1.0013502885815304,lasso,0.0,linear,34,0.11501216888427734
3.84723397188957,0.09634630202465856,3.6583986898776204,4.036069253901519,1,1.0595326060335637,xgboost,0.0,linear,34,0.4018681049346924
3.9867789993162104,0.12457228700682342,3.7426218033110494,4.230936195321371,1,1.0015114665271407,lasso,0.0,linear,35,0.11640596389770508
3.938552167410224,0.10670303941737237,3.729418053111216,4.147686281709232,1,1.0387718464011833,xgboost,0.0,linear,35,0.40342116355895996
4.033698538550949,0.08016627141977928,3.876575533793319,4.190821543308579,1,1.0017716206151386,lasso,0.0,linear,36,0.12600207328796387
3.941601680264338,0.0830750749782556,3.7787775252939926,4.104425835234683,1,1.027090871722547,xgboost,0.0,linear,36,0.4015820026397705
3.960479734787066,0.0780422551163903,3.807519725486654,4.113439744087478,1,0.999748886060748,lasso,0.0,linear,37,0.12683892250061035
3.903329587142977,0.09749909719290314,3.712234868119716,4.094424306166238,1,1.0546807450372266,xgboost,0.0,linear,37,0.4042496681213379
3.6524495374641917,0.1860180432182544,3.287860872281798,4.017038202646585,1,1.001004441281368,lasso,0.0,linear,38,0.15999197959899902
3.8297615293656073,0.08886888529538461,3.655581714840432,4.003941343890783,1,1.0325215970101587,xgboost,0.0,linear,38,0.39890122413635254
3.9426553879489865,0.07364690158610192,3.7983101132672608,4.087000662630712,1,1.0025940519106011,lasso,0.0,linear,39,0.15191912651062012
3.905976016802234,0.1423192074764354,3.627035495840137,4.184916537764331,1,1.0177433210456397,xgboost,0.0,linear,39,0.3934657573699951
4.061284602614676,0.1042520803849766,3.8569542797467475,4.265614925482605,1,1.0052037293119895,lasso,0.0,linear,40,0.12237191200256348
4.127756486824013,0.0781268491509984,3.974630676262462,4.280882297385563,1,1.036120668839978,xgboost,0.0,linear,40,0.40691208839416504
4.259148419394804,0.15362524545224115,3.958048471192286,4.560248367597322,1,1.0012228049895617,lasso,0.0,linear,41,0.11955904960632324
3.961187256778572,0.09933644666853367,3.7664913989560627,4.155883114601082,1,1.0443633512958932,xgboost,0.0,linear,41,0.39776110649108887
4.176015087677235,0.0778889453341827,4.023355560028428,4.328674615326042,0,1.0023335131295061,lasso,0.0,linear,42,0.1259908676147461
4.084403205623002,0.10208720192988542,3.884315966557959,4.284490444688045,1,1.0276088790754019,xgboost,0.0,linear,42,0.40116024017333984
4.27040943003386,0.18230771880950436,3.9130928670635763,4.627725993004144,1,1.0058178421126232,lasso,0.0,linear,43,0.11802506446838379
4.052261512548508,0.11029591155272304,3.836085498263156,4.268437526833861,1,1.0472512978833395,xgboost,0.0,linear,43,0.4035468101501465
4.138604854696863,0.11986207437326339,3.903679505813005,4.37353020358072,1,1.0007256406175584,lasso,0.0,linear,44,0.11592388153076172
4.006967559900356,0.07427467580844958,3.8613918703524064,4.152543249448305,1,1.0531434021570827,xgboost,0.0,linear,44,0.398693323135376
3.9275127384220836,0.07760754507531023,3.7754047451459063,4.079620731698261,1,1.0069420561676818,lasso,0.0,linear,45,0.12346076965332031
3.948205259551496,0.07921387139344943,3.7929489245443477,4.103461594558644,1,1.0375197106627465,xgboost,0.0,linear,45,0.3953969478607178
3.8400628314422964,0.15812839158226957,3.530136879007801,4.1499887838767915,1,1.0024922265872735,lasso,0.0,linear,46,0.11897611618041992
3.8747620397090916,0.08603054278427193,3.706145274281486,4.043378805136697,1,1.0800983613931574,xgboost,0.0,linear,46,0.40328383445739746
4.046528541881647,0.08304383779889295,3.88376561065783,4.209291473105463,1,1.0008264681884216,lasso,0.0,linear,47,0.12058019638061523
3.976569141777795,0.09009481912023556,3.799986541108482,4.153151742447108,1,1.0648907591505288,xgboost,0.0,linear,47,0.4055778980255127
3.956188864228508,0.188648889409922,3.5864438352615813,4.325933893195435,1,1.0039487092391304,lasso,0.0,linear,48,0.12008094787597656
3.957333169433127,0.1020927316776356,3.7572350922616495,4.157431246604604,1,1.0459309267646686,xgboost,0.0,linear,48,0.4017300605773926
4.4551772161737615,0.2071213883948441,4.049226754491935,4.861127677855588,0,1.0018328494566378,lasso,0.0,linear,49,0.11736202239990234
4.160143765644001,0.130922652678494,3.9035400816337065,4.416747449654296,1,1.051074825999433,xgboost,0.0,linear,49,0.40050411224365234
3.786878813342569,0.14656444983337763,3.499617770255221,4.074139856429917,1,1.0043511066398394,lasso,0.0,linear,50,0.12062382698059082
3.9026931955821476,0.1137525664270158,3.679742262236197,4.125644128928099,1,1.0540507804420214,xgboost,0.0,linear,50,0.4023129940032959
3.9811114268558194,0.16453190991454028,3.6586348091157315,4.303588044595907,1,1.0057181164464621,lasso,0.0,linear,51,0.12259674072265625
4.132969634824552,0.14000251712906073,3.8585697435066413,4.407369526142463,1,1.0341773430339305,xgboost,0.0,linear,51,0.39945101737976074
3.8943046937540293,0.14264331043585493,3.6147289426641867,4.1738804448438716,1,1.0024987708829771,lasso,0.0,linear,52,0.12036514282226562
4.006112697071152,0.08906117479000902,3.831556002061907,4.180669392080397,1,1.0247276296384027,xgboost,0.0,linear,52,0.40129923820495605
4.031474076522254,0.18797339366679305,3.66305299488357,4.399895158160938,1,1.0088071884313985,lasso,0.0,linear,53,0.12086200714111328
4.004828237037986,0.11062674856174486,3.788003794130198,4.221652679945775,1,1.041231792652005,xgboost,0.0,linear,53,0.39571309089660645
3.7576135031326627,0.18740097127310087,3.3903143487695595,4.1249126574957655,1,1.010324546713228,lasso,0.0,linear,54,0.11513495445251465
3.9601319879098624,0.10110851526944716,3.7619629394514282,4.158301036368297,1,1.0643916080100424,xgboost,0.0,linear,54,0.4027431011199951
4.025793825976883,0.0836300152241669,3.8618820081109795,4.189705643842785,1,1.0038051410070064,lasso,0.0,linear,55,0.1209568977355957
4.027143212387268,0.10579365857333176,3.8197914517908114,4.234494972983725,1,1.041254623695757,xgboost,0.0,linear,55,0.4054090976715088
3.917828472136358,0.07713057058260393,3.7666553316874296,4.069001612585287,1,1.0033300023447633,lasso,0.0,linear,56,0.1278400421142578
3.8263160824555467,0.11191882270658038,3.6069592207585255,4.045672944152567,1,1.0277654362158728,xgboost,0.0,linear,56,0.39823412895202637
3.9886093780046163,0.1531430622426641,3.6884544915268185,4.288764264482414,1,1.0005627446715966,lasso,0.0,linear,57,0.11517596244812012
3.9211878740369674,0.08919904223268912,3.74636096380543,4.0960147842685055,1,1.0432340161351839,xgboost,0.0,linear,57,0.39780688285827637
3.7532205034795716,0.21219522120381337,3.3373255122285874,4.169115494730556,1,1.00668489783207,lasso,0.0,linear,58,0.1216280460357666
3.981073100535067,0.14836957942443757,3.690274068461814,4.27187213260832,1,1.0408473460190015,xgboost,0.0,linear,58,0.40288686752319336
4.035924218437332,0.20490586726991564,3.634316098367352,4.437532338507311,1,1.0043025599033968,lasso,0.0,linear,59,0.11466002464294434
