estimate,se,ci_lower,ci_upper,covers,r_d,r_y0,r_y1,r_y_irm_pooled,r_y_combined,r_y0_weighted,r_y1_weighted,r_y0_local,r_y1_local,r_y0_local_05,r_y0_local_08,r_y0_topk,r_y0_local_mse,r_y0_gap,r_y0_ifw_mse,n_local_control,n_local_treated,propensity_rmse,learner,framework,overlap_strength,complexity,seed,elapsed
4.098825054383979,0.2272336881036039,3.6534552096267072,4.54419489914125,1,1.0513786963019,0.6505201513349823,0.6481441478475605,0.6496204058519282,0.6873146922309981,0.6498750860894016,0.6400480220052117,,0.5822355532943082,0.6306169359156386,,0.4467770253209523,,0.0199032154193437,10.011548520266617,0,73,0.4973732575926741,lasso_logistic,IRM,0.0,linear,26,1.3284738063812256
3.999266794612111,0.1400866905434963,3.7247019264334504,4.273831662790772,1,1.0298363202567775,0.865254896299775,0.8620425253637231,0.8640384350214528,0.878654857123438,0.8653827730086816,0.8533923009564369,,0.7993281732373685,0.8613959855872506,,0.7876980608106466,,0.0038589107125244215,3.8393106501749457,3,89,0.4922412430435114,xgboost,IRM,0.0,linear,26,0.6225781440734863
3.9421148296977457,0.0724725667283144,3.8000712090430726,4.084158450352418,1,1.0331448007157755,0.9614004754551908,0.959459459753589,0.9606654512351934,0.964889438732884,0.9617111913890372,0.9600944005585318,,0.961804149089652,0.9678541980831008,,0.980042994917713,,-0.006453722627909997,1.0955414832374644,0,61,0.4930320982304582,ridge,IRM,0.0,linear,26,1.2899277210235596
3.9300064569629742,0.1731694719492912,3.5906005287205445,4.269412385205405,1,0.9987044028183568,0.7464558836733957,0.7632906129042839,0.7528308623567675,0.7795064762419297,0.7460560725617291,0.7583350771407743,,0.7297900833361155,0.3626149430780012,,0.7246900002127183,,0.3838409405953945,7.375519454966914,0,13,0.4847444893492417,rf,IRM,0.0,linear,26,1.853517770767212
3.9631134588593095,0.1457921018474059,3.677366190007999,4.24886072771062,1,1.0217514305114164,0.5715900613910874,0.4854155695495531,0.5383450797669421,0.6678952464645118,0.5605327100520499,0.499147421001604,,0.5585680733178866,0.1796193276271845,,0.2521637697187479,,0.3919707337639029,4.060492479903231,0,68,0.4920480304721675,lasso_logistic,IRM,0.0,linear,27,1.445373773574829
3.999652482341064,0.0919016578902741,3.819528542756606,4.1797764219255225,1,1.0329690412175705,0.8145755776597006,0.7972405084999584,0.8078879367655869,0.8619074612687586,0.8116381346250914,0.7954495938070216,,0.7787762000308446,0.7708774919006552,,0.6384596236596614,,0.043698085759045324,1.6972617863127075,0,71,0.4947427813790166,xgboost,IRM,0.0,linear,27,0.5932159423828125
3.9824167663881167,0.072442320596835,3.840432427061816,4.124401105714417,1,1.0227353035489597,0.8747925813333757,0.871472751477437,0.8735118347899679,0.9091262706973048,0.8759774505242727,0.8750228797281602,,0.8777429025967656,0.8912943515280134,,0.8701550212607914,,-0.01650177019463772,1.1297778466450852,0,69,0.4922830581647487,ridge,IRM,0.0,linear,27,1.5734989643096924
3.9576627545795215,0.1088787245609844,3.7442643757573353,4.171061133401708,1,1.0081715613991094,0.7188326369876565,0.6762905029693238,0.7024204431531728,0.7860039640684797,0.7180304012121763,0.6725462906296797,,0.4687277750428191,0.682518569546526,,0.6314448177135081,,0.036314067441130526,2.517184344213903,0,10,0.4887675382975674,rf,IRM,0.0,linear,27,1.6721222400665283
4.08537749861397,0.2082952874009459,3.677126237158696,4.493628760069244,1,1.0349710426379923,0.6115931593902834,0.6465324506244116,0.6261009463088199,0.6840524673689745,0.6169070685838369,0.6477684230207544,,0.7614531270980753,0.6918974596070826,,0.6285176229709237,,-0.08030430021679924,8.806992247118384,1,21,0.5013036278148987,lasso_logistic,IRM,0.0,linear,28,1.4606478214263916
4.113618088522168,0.1023624407274212,3.9129913913268064,4.31424478571753,1,1.049648706597413,0.8948892697855979,0.9077392310718966,0.9002249389897564,0.9158113710777556,0.8988580459012578,0.9030880898870128,,0.8449529534214377,0.9227146411726724,,0.921772142207287,,-0.027825371387074527,2.3963378615964808,2,47,0.5048582792259099,xgboost,IRM,0.0,linear,28,0.5981507301330566
4.043328490592751,0.0676788087737611,3.910680462879606,4.175976518305896,1,1.049559862775569,0.9542742721579132,0.9630692733235714,0.95792620665208,0.9646156539811882,0.9541977851867302,0.9643097860319988,,0.9637718542621776,0.9454589499285142,,0.9594990320086793,,0.008815322229398959,1.0576499929656864,0,28,0.5048243340229993,ridge,IRM,0.0,linear,28,2.095184087753296
4.107011936259897,0.1364399496856976,3.839594548823473,4.374429323696321,1,1.021562223905367,0.7973491693356309,0.8316671996665632,0.8115989910669521,0.8413781705908997,0.8011112670578183,0.8258107159550581,,,0.8712564075994464,,0.8453122284953585,,-0.07390723826381551,4.728436692602394,0,1,0.4980596640880882,rf,IRM,0.0,linear,28,1.8059790134429932
4.001466241532565,0.1792532096441767,3.6501364065167703,4.352796076548359,1,1.019695419058929,0.7725957802942809,0.7628156184862561,0.7690808795023614,0.7991460357531558,0.7710518572135069,0.7753032411741096,,0.8139614980382122,0.7053761138563771,,0.7124152870127927,,0.06721966643790378,6.966643722378815,0,83,0.4845240487184065,lasso_logistic,IRM,0.0,linear,29,1.268265962600708
4.069920838119483,0.1194015143617678,3.835898170270876,4.30394350596809,1,1.025746175713761,0.9087841060612728,0.8827364440720101,0.8994228143412739,0.9133173461522932,0.9064619587659958,0.8884136270143226,,0.9055354757547214,0.8158045560817146,,0.7916848328167893,,0.09297954997955815,2.877410592212986,0,100,0.4859639404355156,xgboost,IRM,0.0,linear,29,0.6013798713684082
3.99687713599805,0.0717212791781469,3.85630601188374,4.13744826011236,1,1.023434816935245,0.9597915208192436,0.9565815202475318,0.9586378759437248,0.9640766471939002,0.959275631277538,0.9591244607163746,,0.9654655727662426,0.9326975755107932,,0.9135888062975476,,0.02709394530845033,1.2392297889656398,0,86,0.4854120177390037,ridge,IRM,0.0,linear,29,1.052781105041504
4.160662371500793,0.1524343302392458,3.861896574224386,4.4594281687772,1,1.0031617078552455,0.8388779393671016,0.7902481384398307,0.8214008332470469,0.8461611347831434,0.8369392577079638,0.7903101892130644,,0.8022774663835115,,,0.6615617703597931,,,4.943330227960885,0,33,0.4805805518065845,rf,IRM,0.0,linear,29,1.7316946983337402
3.980261158428426,0.2024012309312794,3.5835620353765436,4.376960281480308,1,1.0352099129294154,0.5855041627397173,0.5687512482845886,0.5789560692724842,0.6561450574696888,0.585245758671564,0.5645219202410894,,0.4785974272314842,0.5623005195755352,,0.6820331034297413,,0.02320364316418211,7.658156017792524,0,63,0.4964599364525738,lasso_logistic,IRM,0.0,linear,30,1.7030210494995115
3.971872195122826,0.1579815501562435,3.662234046594781,4.281510343650872,1,1.0458593775209584,0.7701843763557238,0.732649183421856,0.7555132603358872,0.8008073548531144,0.7753296502858174,0.7233481282786536,,0.638545364961036,0.8059436924278932,,0.7447700003578812,,-0.03575931607216942,4.382009887025363,1,84,0.4990181620835325,xgboost,IRM,0.0,linear,30,0.6411609649658203
3.994618286293953,0.0708019846164101,3.8558489464118297,4.133387626176075,1,1.0324601242078044,0.9370671502001406,0.9447078788757846,0.9400536279058492,0.9508729435841092,0.9348411062587948,0.9482711476568264,,0.9677340545335348,0.9008049962491372,,0.912230827976658,,0.036262153951003406,1.2548631544557858,0,69,0.4958000053021139,ridge,IRM,0.0,linear,30,1.5794789791107178
