estimate,se,ci_lower,ci_upper,covers,learner,overlap_strength,complexity,seed,r_d,r_y,r_y_orth,r_y_orth_alg,psi_var,psi_kurtosis,psi_skew,psi_se_ratio,r_y_arm0,r_y_arm1,r_y_arm_pooled
3.9756635248157117,0.11666054596356389,3.7470130563103474,4.204313993321076,1,xgboost,0.0,linear,1000,1.0434109014487134,0.8558861288455984,0.8856493369773627,0.9275012270905739,13.405537739749013,4.1414168515596,0.0612602487351384,0.9999999999999986,0.9206829435160616,0.9045966104365238,0.9149506562968558
4.036656173146298,0.09396056111952836,3.852496857384848,4.220815488907748,1,lasso_logistic,0.0,linear,1000,1.040077632729877,0.8767310217063844,0.9154361910650011,0.9526075199352163,8.696158240208161,4.929844434274669,-0.06492956743392524,0.9999999999999992,0.9442594113633468,0.9607503125209679,0.9501358644662148
3.9958602448015936,0.08735165439250857,3.824654148202287,4.1670663414009,1,xgboost,0.0,linear,1001,1.0245403929455261,0.5463044293838053,0.6376895987553226,0.7916412562757422,7.51585685223161,4.054778922196234,-0.18059507289310295,0.9999999999999982,0.7878351147815649,0.7710849734085718,0.781560188724068
3.9666324567299434,0.13883851146191328,3.6945139745974416,4.238750938862445,1,lasso_logistic,0.0,linear,1001,1.043065066479515,0.32091466353014997,0.4193980986591417,0.46620335917041245,18.986990280985488,3.873131948328205,-0.2293836782579624,1.0000000000000016,0.47944710230583276,0.461658423174825,0.47278311997147554
4.050279804828238,0.10648740013787704,3.8415683357506936,4.258991273905782,1,xgboost,0.0,linear,1002,1.0129463538455528,0.7472387820434321,0.8013009944551411,0.874595758091105,11.169472892302421,4.818392737375217,-0.10569498842979373,0.9999999999999978,0.8703868228609735,0.853435341261906,0.8642774056349137
4.043935441427996,0.17167138504769758,3.7074657095584005,4.380405173297591,1,lasso_logistic,0.0,linear,1002,1.01640376837118,0.5952521073289255,0.6431153932793611,0.6861001462752995,29.028998477531925,5.120856323189997,0.26973101001464383,1.0,0.692884656612154,0.689208971946083,0.6915599174685446
4.021101595421427,0.08518641669827194,3.854139286720792,4.188063904122061,1,xgboost,0.0,linear,1003,1.0401355437366482,0.7014810133962444,0.8719344814445275,0.8843329927736372,7.147874706043251,5.212238765451746,-0.2805199518422277,1.0,0.8873982074526315,0.866658902939319,0.8796078088029607
3.942825870869199,0.14525885449301426,3.6581237476273474,4.227527994111051,1,lasso_logistic,0.0,linear,1003,1.039048639258101,0.5329472912043859,0.6532722603449508,0.6620414035973502,20.783632786493296,4.018944052231012,0.23578502620410915,0.9999999999999989,0.6488436024240825,0.6651676329370163,0.654975471753814
4.090687777961432,0.08646359859832727,3.921222238734983,4.260153317187881,1,xgboost,0.0,linear,1004,1.0377366946350612,0.7911574185358158,0.8904042510942356,0.9259334881080091,7.363814574334035,4.306529919949228,-0.10579749030159061,0.9999999999999976,0.9167492682612925,0.9100445598359654,0.9141831006710913
4.031405690229885,0.0792600551739063,3.876058836676371,4.186752543783399,1,lasso_logistic,0.0,linear,1004,1.0497531481656799,0.8010181942842547,0.9074929818118846,0.9344910533356338,6.187924000978142,3.4617866252060274,-0.03263909842623626,1.0000000000000024,0.9458209087154563,0.9283998769247915,0.939153163552938
3.9537974983435413,0.12093146849531225,3.7167761754951893,4.190818821191893,1,xgboost,0.0,linear,1005,1.0462781858900987,0.7637205413982705,0.8414722147913882,0.8748313938179306,14.405053771346179,4.4032826554311955,-0.08795206836524606,0.999999999999999,0.8707132410898,0.8422025681080596,0.8598299791191053
3.971838446429912,0.1798392082338678,3.6193600752833324,4.3243168175764914,1,lasso_logistic,0.0,linear,1005,1.050486111726854,0.6103979708107712,0.6844821918127131,0.7062962274675291,31.857008705911614,3.531920985660808,0.08093887062123226,0.9999999999999988,0.690984945560614,0.6849165812907319,0.6886684938190143
3.928602151674265,0.13989534466802528,3.6544123145201177,4.2027919888284115,1,xgboost,0.0,linear,1006,1.0280357130622655,0.781100108778133,0.854002497633686,0.865510803171189,19.2771468478888,6.202537519580805,0.48749073712090707,0.9999999999999998,0.8597963323784918,0.8563053830286845,0.8585381729681552
3.8967041152259414,0.16092127367268455,3.581304214481166,4.212104015970717,1,lasso_logistic,0.0,linear,1006,1.0222448795592183,0.7427853843203582,0.8107251999823212,0.8209482773555536,25.507221475632488,4.79604467552824,0.19145670159489075,1.0000000000000007,0.816370387578683,0.8304949136016738,0.8214609527950908
3.875655796051372,0.09665454634195274,3.686216366279087,4.065095225823657,1,xgboost,0.0,linear,1007,1.031746159453874,0.7544117165189317,0.8531759883847544,0.8893791905800843,9.201969808640138,5.569998820729096,-0.22081854809181697,0.9999999999999989,0.8749514608700868,0.8689226132876118,0.8725827664392057
3.8334258430457675,0.0729567428771711,3.690433254577163,3.976418431514372,0,lasso_logistic,0.0,linear,1007,1.0299245233722716,0.798909745297854,0.8822444135253096,0.9370133941344213,5.242846036276966,3.474664650411848,-0.03776622602230271,0.9999999999999994,0.9353095813377987,0.9183273954334575,0.9286373925611693
3.9357498848013286,0.08912583679450635,3.7610664545921013,4.110433315010556,1,xgboost,0.0,linear,1008,1.0472888246228973,0.45271924190420254,0.6184335289017393,0.7292475321202766,7.8242635625561805,4.734885521656138,-0.13104432088595425,1.0000000000000009,0.7223704216944393,0.7122984239174868,0.718607482423456
3.7677659432259305,0.12100264391846864,3.5306051191116072,4.004926767340254,1,lasso_logistic,0.0,linear,1008,1.043378975727218,0.318753626897084,0.4302295914003367,0.48196552650908564,14.422015237730829,3.7715618610501767,-0.008936237172802342,1.0000000000000002,0.4101541116352959,0.5284111725194398,0.4543354298133314
3.955726954579451,0.10382775174372225,3.752228300565989,4.159225608592913,1,xgboost,0.0,linear,1009,1.0328164432150229,0.7389568779200182,0.838180395015247,0.8752688465479609,10.618499001673717,4.419328786503142,-0.20710069153759691,1.0000000000000018,0.8529292468100681,0.8451962044397897,0.8499773443418198
3.847673297091764,0.1575629971816694,3.5388554973195054,4.1564910968640225,1,lasso_logistic,0.0,linear,1009,1.038373313276202,0.6195739990101221,0.6573357099802422,0.7275891528728051,24.45370660965774,5.18502248492558,-0.4620094589403734,1.0000000000000007,0.7113559028978058,0.7066139234534348,0.709545766581985
4.01032893691044,0.1309842410770157,3.753604541857177,4.267053331963703,1,xgboost,0.0,linear,1010,1.0421587523980593,0.790924443103187,0.843291261235656,0.8780695136183536,16.899518339363972,4.293651330972851,-0.04718860815437731,1.0000000000000009,0.8646802309907464,0.870798124844782,0.8671211774726103
3.9646202574963065,0.07767085844180606,3.8123881723020574,4.116852342690556,1,lasso_logistic,0.0,linear,1010,1.0320810760836163,0.8655979196838001,0.925117697492748,0.9585940448844618,5.942270817320789,4.008301186074388,-0.14396595428851997,1.0000000000000018,0.9214093784242762,0.9242924025679159,0.9225596611536675
4.0163619735353615,0.09273540418482192,3.8346039212413454,4.198120025829378,1,xgboost,0.0,linear,1011,1.02261864367631,0.7726558885909862,0.8923601256670491,0.9087801071895908,8.470857361482471,5.634697764313994,0.043376466116470266,1.000000000000001,0.9063480672057564,0.8710112636715333,0.8930025941958772
3.8622000822000127,0.10956107782796445,3.6474643155498128,4.076935848850213,1,lasso_logistic,0.0,linear,1011,1.0331284997389294,0.7496543056387039,0.8762014676572677,0.8699077835000387,11.823575328202885,4.885385524891253,-0.4006619232234563,0.9999999999999992,0.881574399617815,0.8811043692327606,0.8813968856043731
3.838397283521337,0.11696020678899202,3.6091594905905557,4.0676350764521185,1,xgboost,0.0,linear,1012,1.0300140263347908,0.8700135786844629,0.9258473564510268,0.9328753875622929,13.474494622541902,3.969797979621824,-0.06427781749791923,0.9999999999999994,0.9171656468902567,0.9186875621164059,0.9177836835303173
3.8587152387666155,0.19619045136967334,3.4741890199713983,4.243241457561832,1,lasso_logistic,0.0,linear,1012,1.0485872609683897,0.750690988721468,0.8108015604494586,0.8050019238712861,37.913332810506716,3.3728451526954912,0.02464938659610638,1.0000000000000013,0.8077774034489971,0.8170481638845639,0.8115421792603947
3.8002770874539014,0.09674563490963202,3.610659127369562,3.9898950475382406,0,xgboost,0.0,linear,1013,1.0423293782681688,0.6860977802282782,0.7688524611573709,0.8507556386756451,9.219322105956772,3.7747697130526237,0.043532658465008214,0.9999999999999989,0.8306067081268687,0.8135748374711567,0.824260823324182
3.9572505706846517,0.13344852604065158,3.6956962658550188,4.218804875514285,1,lasso_logistic,0.0,linear,1013,1.0192762496256509,0.5813983208254418,0.7114807367678055,0.741122238797969,17.541381465886186,3.8163629667064516,0.16019688319809305,1.0000000000000018,0.7335994345102179,0.7521496820062507,0.7405110495671154
4.105184831694211,0.08683626893823687,3.9349888720234323,4.27538079136499,1,xgboost,0.0,linear,1014,1.0106450765004922,0.7838104708646871,0.8747973725569763,0.9254146402141739,7.427429539067112,4.9862063308339835,0.3984693067739391,1.000000000000001,0.9355929987450061,0.9089632378871035,0.9262658236221875
3.9865220566932633,0.12677595455852322,3.7380457516528716,4.234998361733655,1,lasso_logistic,0.0,linear,1014,1.018574707608892,0.708592961763054,0.8227902053246852,0.8326714089707464,15.831060514411316,5.072588739917866,0.18775374518184576,0.9999999999999982,0.8496171923064735,0.8405808678099449,0.8464521852493136
4.054042990525089,0.115272727011701,3.828112597182438,4.279973383867741,1,xgboost,0.0,linear,1015,1.0450201206752925,0.8825286968376539,0.9297990416037034,0.9432624131442514,13.088484568823421,5.8749191130216225,-0.1790931082632208,0.9999999999999997,0.9363423817288093,0.9208508082306813,0.9303502096447619
3.8975982430888565,0.22829917886416232,3.450140074815031,4.345056411362682,1,lasso_logistic,0.0,linear,1015,1.0476218922593519,0.7446428775671226,0.7870710776462081,0.7872113567384946,51.33870734399997,4.645687081748512,-0.06003413887376107,0.9999999999999997,0.792673690803308,0.7866874399021679,0.7903581967999228
3.759987767591108,0.08315968790511087,3.5969977743315,3.9229777608507166,0,xgboost,0.0,linear,1016,1.041590558009701,0.6330321344358966,0.7258424237896117,0.8335453375937178,6.81180068708832,3.915133700792729,0.016787724293133934,1.0000000000000007,0.8098052872859812,0.8417245069904822,0.8223137327742425
3.6767667136657316,0.15120767392853218,3.3804051185797324,3.973128308751731,0,lasso_logistic,0.0,linear,1016,1.068485459804643,0.356116224993277,0.46234384497630643,0.45227829255807594,22.520804245054126,3.8831074994842485,0.05006956788805387,0.9999999999999994,0.47043281221789734,0.5067186664592531,0.48465244646882455
3.7343568997044025,0.11731035817415786,3.504432822669559,3.964280976739246,0,xgboost,0.0,linear,1017,1.0657650435154982,0.6902891001292955,0.6735973198127924,0.8158155949291408,13.555294332924987,4.800844562720771,-0.3504227465543233,1.0000000000000007,0.8098312496588688,0.7659531464708667,0.7935273047179462
3.8095696595625377,0.15945128379474466,3.497050886036163,4.122088433088913,1,lasso_logistic,0.0,linear,1017,1.0232504502985098,0.5730596705818749,0.6611312303899959,0.6739521032677589,25.043341225235345,3.7137629318555097,-0.0644663552679468,1.0000000000000004,0.7388277842518061,0.6558600627033564,0.7079991689353262
3.9242330641154743,0.0825907268134195,3.762358214104186,4.086107914126763,1,xgboost,0.0,linear,1018,1.046492540607692,0.5737332360515004,0.6195053762977741,0.8141697728302464,6.718909733235345,4.958366029269198,-0.2668621225567522,0.9999999999999991,0.818004081191513,0.8018601485532848,0.8117759650468158
3.9104092826535726,0.07349098097115112,3.766369606761598,4.054448958545548,1,lasso_logistic,0.0,linear,1018,1.016033885087716,0.6101522295837039,0.6441387886145695,0.8514385130924611,5.319910419840565,3.5698669043864393,-0.0265739328330774,1.0000000000000002,0.8540574255910783,0.851920955813521,0.8532332037479597
3.9212135156420724,0.09860564305997774,3.7279500065721036,4.114477024712041,1,xgboost,0.0,linear,1019,1.09172393668656,0.7784370578793691,0.8039997678936374,0.9006636809128362,9.577226750622703,4.438655899198948,-0.30642674439209117,1.0000000000000022,0.8980784467151409,0.8851423629688983,0.8931141424957706
3.8501057794135933,0.18430518488433303,3.488874254876304,4.211337303950883,1,lasso_logistic,0.0,linear,1019,1.047975655326723,0.5973319593849304,0.6626427204046786,0.6771786121178487,33.45887515761953,3.8550718005829703,-0.014763661599327692,1.000000000000001,0.689731864251858,0.6796075522298239,0.6858465952728439
4.0030557168547105,0.08708032810148966,3.8323814100138596,4.173730023695562,1,xgboost,0.0,linear,1020,1.003557227066602,0.6491911663067711,0.8223142459843918,0.8570274978412045,7.469238789129151,5.134742482040684,-0.22145579008679156,1.0000000000000004,0.8551114104802893,0.8372324357659544,0.8478690643777314
3.976794671991187,0.07399520105206836,3.8317667429003324,4.121822601082042,1,lasso_logistic,0.0,linear,1020,1.0386591175205577,0.6748742292557075,0.8422268193209905,0.8968104143786747,5.393160432055004,4.161017228763103,0.08072181049845252,1.0000000000000024,0.9084317132900104,0.8757191981841485,0.8951806538714937
4.008400722373302,0.0871251712466483,3.8376385245829865,4.179162920163617,1,xgboost,0.0,linear,1021,1.0494421713611237,0.6240996196661559,0.67967176950753,0.8359855151612715,7.47693353278641,4.324534079727344,0.02708029520742678,0.999999999999999,0.8342986052942258,0.8081899730269013,0.824597326705555
4.001845750120602,0.16615130102953632,3.6761951841182388,4.327496316122966,1,lasso_logistic,0.0,linear,1021,1.0299365081369323,0.30254160186104173,0.2935492078081292,0.3985125074383902,27.192161011300442,4.0473675005084,0.24040320336666202,0.9999999999999991,0.4473354613710041,0.30444009255449045,0.39423931417623864
4.002157122794111,0.0868807061319557,3.83187406782407,4.172440177764153,1,xgboost,0.0,linear,1022,1.0519103665124239,0.8119593302315975,0.91658096397531,0.932821440375411,7.435033241517453,4.940592652457871,-0.10607324417084918,1.000000000000001,0.9260449651109739,0.9306290343194004,0.927804130756441
3.9722298863277206,0.15923444661460964,3.660136105864919,4.284323666790522,1,lasso_logistic,0.0,linear,1022,1.0317465435901014,0.6846055183464996,0.7667947513030555,0.7833403140900376,24.97527485383111,4.7766621683376735,0.2673276529201275,1.000000000000001,0.7815715085011815,0.7776146670156239,0.7800530454742365
3.8278068120320503,0.10532018881413317,3.621383035111391,4.03423058895271,1,xgboost,0.0,linear,1023,1.0573507374622062,0.6169815258010839,0.7622153321520273,0.8020586041530782,10.92595703926699,8.33406184226727,-0.5451649275319356,0.9999999999999999,0.7835253742910262,0.7768133884363718,0.7809427929317228
3.8156233421422083,0.1580917322008232,3.505769240775044,4.125477443509372,1,lasso_logistic,0.0,linear,1023,1.0525861447484914,0.39045331427679353,0.5148645485098873,0.5082109638693592,24.61810085340292,3.537452725527185,0.025097174220295598,0.9999999999999994,0.4928591834671536,0.5501404430599488,0.5148993838586962
3.93959189951055,0.08094717984972302,3.780938342355007,4.098245456666093,1,xgboost,0.0,linear,1024,1.0373891609829036,0.6966601053386636,0.7964236791459178,0.8758051887100662,6.454159236739017,4.308830460146266,-0.14524777730997007,0.9999999999999971,0.882997241270589,0.8517745764065389,0.8721247803077776
3.9410249492790146,0.0733624097215564,3.7972372684056928,4.084812630152336,1,lasso_logistic,0.0,linear,1024,1.0693411356906677,0.7111602801779068,0.7993873901810141,0.9026483841495211,5.3013125127512115,3.789141770145793,-0.10652657406156664,1.0,0.9064130483096479,0.8248034425000519,0.8779946779617377
3.8974243764228143,0.07750275872926449,3.7455217606109588,4.049326992234669,1,xgboost,0.0,linear,1025,1.068268939672169,0.7415789924696166,0.89952732519858,0.9098192056499977,5.916577446486855,3.7991710998624617,-0.11623177920073378,0.9999999999999974,0.9108813661294196,0.8946711812832903,0.9042820929077975
3.814482178556106,0.18168638162875553,3.4583834140823453,4.170580943029866,1,lasso_logistic,0.0,linear,1025,1.0587704080971765,0.42582155769762864,0.5008988387325826,0.5009882649304309,32.514792150309546,3.057472887410639,-0.17234091022012482,1.0,0.5168906512357783,0.5064684005138502,0.5126476841906076
3.923349856123849,0.09366236023128247,3.739775003363519,4.106924708884179,1,xgboost,0.0,linear,1026,1.0362808225966993,0.6342737514191348,0.6737912324026818,0.8346865070876676,8.6410481582331,5.521560147981883,0.12043744800963044,0.9999999999999997,0.8423240791640196,0.814621868499459,0.8319462966917122
3.879393272586846,0.16539173777261873,3.55523142321202,4.203555121961672,1,lasso_logistic,0.0,linear,1026,1.04387250494686,0.33813546988120136,0.4075761183802906,0.438543361901807,26.944110519594975,4.835441744294623,0.31381780400272385,1.0,0.5021420661424308,0.4744162741523935,0.49175544965073154
4.187428621996052,0.13989301999831277,3.913243341110817,4.461613902881286,1,xgboost,0.0,linear,1027,1.0768176801643923,0.7763246276906479,0.8389914873123859,0.8724123924337985,19.276506188584616,5.47389645508603,-0.00814922424140486,1.0,0.8588156804081206,0.8447974029678704,0.8532083694320205
3.9200068145043367,0.22172189371633055,3.4854398882363107,4.354573740772363,1,lasso_logistic,0.0,linear,1027,1.0295566805020586,0.6222143076667164,0.6871310469702088,0.6810291994257178,48.42318918085852,3.595180936246797,-0.15680793876272628,1.0000000000000009,0.7063641341804431,0.6675261505449308,0.6908289407262381
3.8456275190589313,0.10751852262832008,3.634895087036469,4.056359951081394,1,xgboost,0.0,linear,1028,1.0355580568159022,0.5990686596430639,0.6375378025609776,0.7670134669390971,11.386829217553958,3.7233393555776053,-0.06604575522453561,1.0000000000000013,0.7543634232261356,0.7648262357302866,0.7583785939130078
3.7639143219247004,0.0771008279472867,3.612799475969799,3.915029167879602,0,lasso_logistic,0.0,linear,1028,1.048572689711934,0.6884614072649142,0.7016731060766374,0.8775709073771057,5.855369605104756,3.907289580365143,-0.200340430447571,1.0000000000000004,0.8833497484505269,0.8962753263922142,0.8883100210007379
3.8387406042264596,0.08845078170023561,3.6653802576895833,4.012100950763336,1,xgboost,0.0,linear,1029,1.0302217801222833,0.5016916710931197,0.6657552767703105,0.7506610935981506,7.706187671631987,3.890472172742199,0.022681727078927433,0.9999999999999997,0.7593840513227496,0.7177870381058238,0.7436743163819409
