estimate,se,covers,bias,r_d,r_d_star,inflation,var_D,var_V,var_delta,var_D_tilde,cov_V_delta,decomp_check,learner,overlap_strength,complexity,seed,elapsed
3.9250360321361817,0.0703026947722371,1,-0.07496396786381831,1.0048252279838261,1.0,0.002376491602182001,0.2329810095596383,0.2329810095596383,0.0005536774126863649,0.23410519604666552,0.0002855444299928126,0.2341057758323103,lasso,0.0,linear,10,0.13081812858581543
3.9439019340252246,0.0721645742998002,1,-0.0560980659747754,1.0370100397617708,1.0,0.03694794250720114,0.2329810095596383,0.2329810095596383,0.008608168946479195,0.241603645987178,7.241091892627006e-06,0.24160366068990274,xgboost,0.0,linear,10,0.39598894119262695
4.350697355268898,0.20695750402279958,1,0.3506973552688981,1.008028198229982,1.0000000000000002,0.0028925971800398695,0.22727099384163468,0.2272709938416347,0.000657403435891171,0.22909557043212034,0.0005841796530871918,0.22909675658370024,lasso,0.0,linear,11,0.11692285537719727
4.178438625240806,0.11788971047151908,1,0.17843862524080567,1.0418726954677546,1.0000000000000002,0.044411597851877344,0.22727099384163468,0.2272709938416347,0.010093467981891173,0.2367874429554194,-0.00028880263469757553,0.23678685655413073,xgboost,0.0,linear,11,0.39220190048217773
4.223812058283927,0.17257870492573218,1,0.2238120582839267,1.005877780990471,1.0000000000000002,0.009201627695715052,0.23958978587441052,0.23958978587441057,0.002204616009312415,0.24099804216333415,-0.00039858451452387186,0.24099723285467523,lasso,0.0,linear,12,0.11756610870361328
3.9637029715849916,0.10131881797588081,1,-0.03629702841500837,1.0280580220911144,1.0000000000000002,0.051066122363606324,0.23958978587441052,0.23958978587441057,0.012234921322532885,0.2463122013792801,-0.0027590539788609823,0.2463065992392215,xgboost,0.0,linear,12,0.3965468406677246
4.215716370431381,0.13636155967823962,1,0.21571637043138114,1.0001858889623265,1.0,2.0654329147389122e-05,0.23079594939318201,0.23079594939318201,4.766935504650944e-06,0.2308388518127239,1.908711980520813e-05,0.2308388905682971,lasso,0.0,linear,13,0.1263720989227295
3.9909891600733025,0.1324413892843174,1,-0.00901083992669749,1.0663048474925547,1.0,0.03032825537215198,0.23079594939318201,0.23079594939318201,0.006999638492054689,0.2460988396195963,0.004155844999158641,0.24610727788355397,xgboost,0.0,linear,13,0.3939530849456787
4.031012070974697,0.11042932782466706,1,0.031012070974696826,1.0044940271790082,1.0000000000000002,0.0018315968541835314,0.24228812904223246,0.2422881290422325,0.0004437741749597665,0.24337697847929926,0.0003228654131988846,0.24337763404359003,lasso,0.0,linear,14,0.1177828311920166
4.011823797658444,0.07597859683194477,1,0.01182379765844388,1.0322837640836855,1.0000000000000002,0.03871755765478481,0.24228812904223246,0.2422881290422325,0.009380804605262577,0.2501101018405094,-0.000780207992825657,0.2501085176618437,xgboost,0.0,linear,14,0.3979969024658203
3.9466634547510586,0.22032174993530565,1,-0.05333654524894138,1.0062847605702518,1.0,0.0010139269178393521,0.23402406658249378,0.23402406658249378,0.00023728330053021925,0.2354948518086414,0.0006173777422424831,0.23549610536750895,lasso,0.0,linear,15,0.11740326881408691
3.9987552430428592,0.1121330094349716,1,-0.001244756957140769,1.0756406894221542,1.0,0.039358968975586654,0.23402406658249378,0.23402406658249378,0.009210945976160997,0.2517258083201697,0.0042497123094981035,0.251734437177651,xgboost,0.0,linear,15,0.40230774879455566
4.147100382614749,0.14286754886745628,1,0.14710038261474878,1.0006827206714333,1.0,0.005377565222316559,0.24079569172099255,0.24079569172099255,0.001294894537482469,0.24096008791732254,-0.0005658236107902373,0.24095893903689455,lasso,0.0,linear,16,0.1165618896484375
